Id,Label,Degree,Weighted Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,Clustering Coefficient,Number of triangles,Eigenvector Centrality
GOTN,GOTN,6,37.0,23.0,0.16144550929959467,0.0012646407613932454,0.3333333333333333,5,0.044861725623285
BGKT,BGKT,6,18.0,24.0,0.15800400385556462,0.0023725876315376297,0.3333333333333333,5,0.044863492486068114
BWM,BWM,7,40.0,25.0,0.16474681097796676,4.669394609834456E-4,0.5714285714285714,12,0.08563349001450146
NGO,NGO,12,45.0,23.0,0.1806314897223988,0.012920120304935672,0.16666666666666666,11,0.2095561012280471
NOK,NOK,10,43.0,23.0,0.1730269568041572,0.012060247703118563,0.2,9,0.1537155022132732
DSO,DSO,5,19.0,23.0,0.16468315301391037,9.086009414710391E-4,0.3,3,0.06594476405460177
SBP,SBP,13,59.0,19.0,0.14791934196369697,0.0015644529287466749,0.1794871794871795,14,0.09396823437995551
BRGA,BRGA,6,44.0,20.0,0.15560423512230742,9.005243823750243E-4,0.26666666666666666,4,0.048516192837578645
BLGR,BLGR,9,43.0,21.0,0.13710792986971207,3.2975301264238287E-4,0.25,9,0.04703072101852848
TIG,TIG,9,60.0,20.0,0.1433665231431647,0.001156096194824512,0.16666666666666666,6,0.043752663241773425
KSNG,KSNG,8,45.0,19.0,0.14387469196232658,7.899734585577619E-4,0.17857142857142858,5,0.06224286672331029
MNGD,MNGD,10,43.0,19.0,0.14205246142052463,7.097141263736137E-4,0.17777777777777778,8,0.0626416711901579
RGDA,RGDA,13,49.0,18.0,0.15837389914904684,0.026232890793389984,0.08974358974358974,7,0.08118619915316581
PAK,PAK,7,34.0,24.0,0.15171039048873386,0.003039874799499091,0.19047619047619047,4,0.05499819385444522
CTO,CTO,4,45.0,24.0,0.15162403500658153,2.3277059673968797E-4,0.6666666666666666,4,0.049575423252977646
SRC,SRC,8,99.0,22.0,0.17909067988906632,9.720196581002565E-4,0.2857142857142857,8,0.09879366389967303
CRJ,CRJ,13,93.0,23.0,0.1624237804878049,0.0015312145188492476,0.24358974358974358,19,0.1709140678193013
PND,PND,11,50.0,21.0,0.17332248881659212,0.003919923465642858,0.16363636363636364,9,0.07895406152086837
APR,APR,12,63.0,21.0,0.18810963499139338,0.008966447866378634,0.12121212121212122,8,0.13523962842529788
SDL,SDL,12,56.0,22.0,0.16479140084290297,0.00276557734949792,0.24242424242424243,16,0.09849882896464147
NKJ,NKJ,6,7.0,23.0,0.15036161580525667,1.0492545968386155E-4,0.4666666666666667,7,0.053907419663226236
UMR,UMR,12,41.0,22.0,0.16422626387176326,0.0013713210171678138,0.25757575757575757,17,0.09521265276818495
KMZ,KMZ,12,40.0,22.0,0.1673144113374946,0.0036685526539557583,0.19696969696969696,13,0.10586380956243895
DMO,DMO,9,57.0,23.0,0.16233716766968845,0.0011643055148621805,0.2222222222222222,8,0.0734833673282348
SGO,SGO,14,66.0,22.0,0.18494250379691907,0.007490187513979187,0.18681318681318682,17,0.18584966832389002
MAKR,MAKR,7,23.0,23.0,0.18064680201754757,8.203991400069692E-4,0.38095238095238093,8,0.131620373321429
AGD,AGD,4,6.0,23.0,0.17796893268748956,4.084364202187993E-6,0.8333333333333334,5,0.10496780431639925
GWL,GWL,16,139.0,23.0,0.1911125061656428,0.007560258639949128,0.125,15,0.2708593454312215
AGC,AGC,20,161.0,23.0,0.19480756924764606,0.009137496741552514,0.16842105263157894,32,0.4728483833808849
PWL,PWL,10,28.0,24.0,0.1720629794105773,6.834667332635578E-4,0.28888888888888886,13,0.17104417603729535
TKD,TKD,8,25.0,24.0,0.18680692526846374,0.002067297678152053,0.5357142857142857,15,0.2798773279424844
NDT,NDT,3,4.0,27.0,0.12640882666983036,0.0024370379948120196,0.3333333333333333,1,0.007462277353402727
MVJ,MVJ,8,29.0,26.0,0.14461183496199784,0.006142546053493605,0.17857142857142858,5,0.026682920597774308
KLH,KLH,2,2.0,27.0,0.12635261332305595,2.3335818435066152E-4,0.0,0,0.005795190788099493
DRB,DRB,2,2.0,28.0,0.11222286586971404,3.565819263433401E-7,0.0,0,0.003556663954186728
RPZ,RPZ,3,26.0,27.0,0.12639757999940687,0.0015250473590285466,0.0,0,0.0071808931877555444
UDZ,UDZ,2,14.0,28.0,0.11225242309313106,8.254994500523962E-4,0.0,0,0.0032535421452077684
AII,AII,20,104.0,24.0,0.17656075230954058,0.027968583450635513,0.11578947368421053,22,0.25325350075289654
KSG,KSG,10,73.0,25.0,0.16103680193455755,0.0018936930924354385,0.17777777777777778,8,0.09288271788964673
RNW,RNW,2,2.0,26.0,0.13881831802488437,0.0,1.0,1,0.01622561782348607
RGS,RGS,4,10.0,26.0,0.139285597568548,4.686629274339891E-4,0.3333333333333333,2,0.019434849478430768
SMPR,SMPR,2,6.0,27.0,0.12571529703262344,0.0,1.0,1,0.005305418916377299
NMK,NMK,4,10.0,26.0,0.1350571980860031,2.2752798063667152E-4,0.3333333333333333,2,0.009601158840403079
DBLA,DBLA,2,2.0,26.0,0.1321673333953546,0.0,1.0,1,0.0056278164689417464
NNL,NNL,4,10.0,25.0,0.1517752216801396,9.705776606971756E-4,0.3333333333333333,2,0.023959215796404382
AEL,AEL,2,2.0,25.0,0.15169419134396356,0.0,1.0,1,0.02073082749596977
GGN,GGN,12,68.0,25.0,0.16880544993662863,0.002465857793988384,0.19696969696969696,13,0.12533117709766026
DEC,DEC,13,74.0,24.0,0.19259794839351077,0.014238785582293065,0.21794871794871795,17,0.31295082768674776
NRI,NRI,7,25.0,25.0,0.1493499667098854,0.0018988516196939917,0.23809523809523808,5,0.04274853381193086
NSD,NSD,4,21.0,25.0,0.15505511696438318,1.9510644704796206E-4,0.5,3,0.043554290130113145
BJNR,BJNR,7,25.0,25.0,0.15808605341246293,0.0010143049322319329,0.23809523809523808,5,0.0736365531236559
BHL,BHL,8,36.0,25.0,0.15851526760144308,0.0017960309117729418,0.14285714285714285,4,0.06455109306407199
CNA,CNA,6,16.0,25.0,0.16559173206931385,0.006304981637488355,0.2,3,0.058075967340719924
GGC,GGC,9,49.0,24.0,0.16695393293638358,4.0584656041613837E-4,0.4444444444444444,16,0.125440929949173
SMBJ,SMBJ,4,22.0,24.0,0.1584327720159102,2.471576195568926E-5,0.8333333333333334,5,0.050048758540295765
HAN,HAN,5,32.0,25.0,0.15381284059330902,1.0091496119874412E-4,0.6,6,0.04589941208335879
BXN,BXN,8,40.0,24.0,0.16365242099604502,0.00103229520606477,0.42857142857142855,12,0.08768802027263642
BTE,BTE,12,83.0,24.0,0.1816864182794782,0.007722013281316716,0.25757575757575757,17,0.2151581723654374
MTJ,MTJ,27,187.0,23.0,0.19106966735407516,0.010274197734130163,0.10541310541310542,37,0.4541578632727522
FDB,FDB,14,88.0,23.0,0.19593600588451637,0.007101022519388973,0.27472527472527475,25,0.39190284855072455
NZM,NZM,28,159.0,23.0,0.2103237268061587,0.04534176000926297,0.1111111111111111,42,0.7080907603399891
BTC,BTC,2,5.0,34.0,0.06240025768290362,0.0,1.0,1,0.003365945075340581
SMC,SMC,4,10.0,33.0,0.06655111569151012,9.347932345985408E-4,0.3333333333333333,2,0.005968084646544583
CRN,CRN,3,9.0,32.0,0.07128878481224388,0.001868708729070698,0.3333333333333333,1,0.004896156580959599
LTA,LTA,2,8.0,31.0,0.07674854138154577,0.002335337323759383,0.0,0,0.004150027975590277
NWA,NWA,5,9.0,30.0,0.08311070376942728,0.003501744234207398,0.3,3,0.009246079306324336
NIR,NIR,5,10.0,29.0,0.0906095201649765,0.006157779339626127,0.2,2,0.010000461318048508
PDE,PDE,5,12.0,28.0,0.09954222720478324,0.007073042856412612,0.4,4,0.010636669752587999
GNS,GNS,5,11.0,27.0,0.11042022902741074,0.008461408301319836,0.4,4,0.010962120700535857
SKY,SKY,6,11.0,26.0,0.12395660646249601,0.010083362337360935,0.26666666666666666,4,0.011875829942546967
BUQ,BUQ,4,10.0,25.0,0.14124743156359781,0.011698513887422572,0.16666666666666666,1,0.009738809274588034
HBG,HBG,3,10.0,24.0,0.16411875697947553,0.013082600349213724,0.0,0,0.030493840245582115
DIVA,DIVA,5,25.0,24.0,0.16669274092615768,0.0013943776286065319,0.3,3,0.07151009565394814
MNI,MNI,7,16.0,24.0,0.1585683458590669,6.856991264364141E-4,0.47619047619047616,10,0.07257581028634717
KHED,KHED,8,17.0,24.0,0.15859194760735285,0.001085677955525311,0.4642857142857143,13,0.08235420553679078
CHI,CHI,9,39.0,23.0,0.16481689160447038,0.0020189666067824577,0.3333333333333333,12,0.10232692998591186
SGR,SGR,4,10.0,24.0,0.14162291486675085,6.236179021681889E-4,0.16666666666666666,1,0.030977304333757935
RN,RN,19,62.0,23.0,0.1649316976897179,0.003942684385537544,0.22807017543859648,39,0.17276592210422032
ADVI,ADVI,4,6.0,24.0,0.14160879821909161,1.9913037195835588E-4,0.5,3,0.02539550832292083
RAJP,RAJP,3,8.0,25.0,0.12406846762925011,3.8401130529282784E-7,0.3333333333333333,1,0.008951773866953899
VBW,VBW,3,8.0,24.0,0.13426159274193547,6.946502592997349E-5,0.3333333333333333,1,0.012860537686202494
KKW,KKW,8,24.0,23.0,0.15504947613504075,0.0010524662668849347,0.5,14,0.08527147213456948
SNDD,SNDD,5,14.0,24.0,0.14161820900481809,8.777401263836066E-8,0.8,8,0.052500800932501236
KUDL,KUDL,8,22.0,23.0,0.1550438357161046,2.8295503159459325E-4,0.6428571428571429,18,0.09112693978805335
SWV,SWV,8,16.0,23.0,0.1550438357161046,2.3387934255070185E-4,0.6428571428571429,18,0.09256273780869809
PERN,PERN,5,10.0,23.0,0.15501563977595112,4.914060524073932E-5,0.8,8,0.07168561334710458
THVM,THVM,8,24.0,23.0,0.1550438357161046,4.937192633654671E-5,0.75,21,0.09551680549189438
KRMI,KRMI,6,17.0,23.0,0.15502127814352745,9.429175554111986E-7,0.7333333333333333,11,0.07926549734252336
VEN,VEN,2,2.0,23.0,0.15489169937490913,0.0,1.0,1,0.037504537033820104
VID,VID,3,6.0,24.0,0.14160409329523557,1.9891093692675998E-4,0.6666666666666666,2,0.022928550016637867
KAWR,KAWR,10,48.0,23.0,0.15519062010705312,0.0019049022139267532,0.28888888888888886,13,0.07824313775265426
BTJL,BTJL,10,32.0,24.0,0.13768373445323856,6.71650748114935E-4,0.35555555555555557,16,0.05557636882048002
UD,UD,14,63.0,23.0,0.1595358412876661,0.00583619642065185,0.1978021978021978,18,0.09531349079939472
TOK,TOK,5,26.0,23.0,0.15944631500187056,0.0028677266432048116,0.6,6,0.0571621038318106
MAJN,MAJN,10,61.0,22.0,0.15849168866907143,0.009764391512850142,0.24444444444444444,11,0.059110845408543757
KGQ,KGQ,8,73.0,23.0,0.13698013755865526,0.0028114714503599983,0.2857142857142857,8,0.03474981548465327
CAN,CAN,9,86.0,23.0,0.1370153668102617,0.0028754779353565045,0.25,9,0.038239002733152186
CLT,CLT,9,92.0,22.0,0.15218167535528102,0.004211340709446533,0.2777777777777778,10,0.03992822256666139
TIR,TIR,7,70.0,22.0,0.15208392806166143,0.0016285185591311136,0.3333333333333333,7,0.030933206101255557
SRR,SRR,13,116.0,21.0,0.1791433735446177,0.022815242977350235,0.15384615384615385,12,0.10771585895291726
ROHA,ROHA,10,28.0,23.0,0.16619872094837,0.0029408104887767377,0.3111111111111111,14,0.11176452973787336
VEER,VEER,6,8.0,24.0,0.15853295640529683,0.0011577662683044249,0.4666666666666667,7,0.06223337049870938
SVX,SVX,3,6.0,24.0,0.1415147591061527,1.5505827920146785E-4,0.3333333333333333,1,0.014035142777429522
AVRD,AVRD,2,6.0,25.0,0.12406846762925011,1.0971751579795081E-7,0.0,0,0.006305354465638173
NAN,NAN,2,4.0,24.0,0.13424890540838505,0.0,1.0,1,0.011165225803659615
KJT,KJT,7,81.0,24.0,0.164397299903568,0.0010847432344867972,0.23809523809523808,5,0.07821036133472875
LNL,LNL,11,126.0,24.0,0.1768244616852674,0.0019018487345736892,0.3090909090909091,17,0.15135006522177322
STR,STR,11,43.0,24.0,0.180600872918344,0.003650163025677449,0.18181818181818182,10,0.16995392538300674
KRD,KRD,11,38.0,24.0,0.166484375,0.0010115941378863015,0.18181818181818182,10,0.10157878980978696
TKR,TKR,6,13.0,24.0,0.15982899572489312,4.9805974275352616E-5,0.3333333333333333,5,0.06169138538174589
SLI,SLI,11,40.0,23.0,0.17892527287993285,9.815739421502386E-4,0.23636363636363636,13,0.17225305937854152
BAND,BAND,7,40.0,24.0,0.15634055977403616,3.9784246817535366E-4,0.38095238095238093,8,0.10913678665544156
VLR,VLR,5,14.0,24.0,0.1513548066337583,0.0026634769157899375,0.3,3,0.046345632456421745
ARV,ARV,3,8.0,25.0,0.1314782823297137,2.085018800559278E-4,0.6666666666666666,2,0.010124362944277852
PRL,PRL,2,4.0,26.0,0.11647672925036211,0.0,1.0,1,0.0053261525902105235
TNM,TNM,5,12.0,25.0,0.13182394605796294,3.511969337048723E-4,0.4,4,0.01838585487667492
TRK,TRK,2,6.0,25.0,0.12185498627630377,0.0,1.0,1,0.010479942728297841
PDY,PDY,3,9.0,25.0,0.1354865371777347,4.499255858508688E-4,0.3333333333333333,1,0.016927132677586505
NRL,NRL,2,4.0,24.0,0.16101246694370985,0.0,1.0,1,0.037220424968592666
KAD,KAD,2,18.0,25.0,0.1502926863671627,0.0,1.0,1,0.021598775795408736
TGN,TGN,6,15.0,25.0,0.15031388869295337,3.215967783388234E-4,0.4,6,0.037047430513689354
KK,KK,7,21.0,24.0,0.1681328652017831,8.532819142046046E-4,0.47619047619047616,10,0.07624610241139183
SVJR,SVJR,4,31.0,24.0,0.1681063385003747,0.0,1.0,6,0.06774349251565408
CCH,CCH,8,20.0,24.0,0.16813949818526117,0.0012959639047178562,0.42857142857142855,12,0.07878067335762914
PMP,PMP,4,13.0,25.0,0.14396216855260935,2.74293789494877E-7,0.5,3,0.020588631196756118
NED,NED,10,58.0,25.0,0.12447793451911562,0.003521250132845513,0.15555555555555556,7,0.030807147493368645
DUD,DUD,7,14.0,23.0,0.16436559969147707,7.072463191272074E-4,0.38095238095238093,8,0.056239058224159394
GUR,GUR,6,18.0,23.0,0.16435292302946167,6.510645775783781E-4,0.4,6,0.05191901698121176
GR,GR,9,68.0,23.0,0.17707424487930534,0.0024102053095330146,0.2222222222222222,8,0.10989337829611757
SDB,SDB,3,32.0,24.0,0.15515107389879867,3.581273988373083E-4,0.3333333333333333,1,0.030144866091495044
WADI,WADI,13,71.0,23.0,0.18355657005038975,0.008943212895621493,0.2692307692307692,21,0.20054419030166917
YG,YG,10,50.0,24.0,0.16045478503124763,0.0020089216923030537,0.26666666666666666,12,0.0932139107265383
KSN,KSN,4,17.0,25.0,0.1404885123776247,8.00097390853486E-6,0.8333333333333334,5,0.0281777338176139
RC,RC,12,64.0,24.0,0.16099422052657425,0.0019006210108335909,0.19696969696969696,13,0.11807401360954131
MALM,MALM,5,48.0,25.0,0.1454905441387315,2.6540601476343026E-4,0.5,5,0.04384227405882801
AD,AD,6,55.0,25.0,0.1454955108729048,7.086195961810918E-4,0.4,6,0.046053168227388884
KLU,KLU,8,11.0,24.0,0.15374625735002345,0.001834232605670746,0.25,7,0.08537543291156226
SSPN,SSPN,11,30.0,23.0,0.1757670735730782,0.007283542943280605,0.21818181818181817,12,0.17501351092669332
HUP,HUP,14,61.0,23.0,0.16584948244999612,0.005939881991748069,0.23076923076923078,21,0.16578033930429528
BNCE,BNCE,11,37.0,24.0,0.16201011137719998,0.00205252413828488,0.36363636363636365,20,0.14820590940830294
XXXX,XXXX,4,4.0,25.0,0.14953336607957338,0.002638958572631864,0.3333333333333333,2,0.0347588216337534
HSRA,HSRA,6,23.0,25.0,0.14565462561088138,2.4387330220000322E-4,0.3333333333333333,5,0.051510241711848356
DPJ,DPJ,4,22.0,24.0,0.14983827872310504,3.569977508117672E-4,0.3333333333333333,2,0.03144825404918424
OML,OML,4,7.0,24.0,0.1490835315517,6.696952596017202E-4,0.16666666666666666,1,0.030023347839567876
RV,RV,5,14.0,23.0,0.174693609870066,3.3925899432410086E-4,0.4,4,0.08026341356117514
BAU,BAU,6,57.0,23.0,0.17312535543098548,2.4776702675263095E-4,0.3333333333333333,5,0.10541418890509388
NPNR,NPNR,4,18.0,24.0,0.16064832265359968,1.9513727940804702E-5,0.5,3,0.05482846628269402
KKN,KKN,6,16.0,24.0,0.16906660319727082,4.586965010293841E-4,0.4,6,0.08887345402830486
TBN,TBN,5,18.0,23.0,0.17567289064754132,4.5263339845387686E-4,0.5,5,0.10602309346563871
MDDP,MDDP,6,10.0,23.0,0.16889241133346544,1.842995219963376E-4,0.4666666666666667,7,0.07546414893628782
BHS,BHS,12,68.0,22.0,0.18728303379180034,0.004574925356559907,0.18181818181818182,12,0.23755489811355768
BAQ,BAQ,12,53.0,23.0,0.16889910438297537,0.0042407916683427985,0.13636363636363635,9,0.1341642573845497
LAR,LAR,14,73.0,23.0,0.18922038714260345,0.0034560889307539483,0.2087912087912088,19,0.23732633161100655
BAB,BAB,9,29.0,23.0,0.180600872918344,5.791579418152911E-4,0.2777777777777778,10,0.1534837808032537
CGN,CGN,5,12.0,23.0,0.1775019782599642,2.0138470642130067E-4,0.3,3,0.07943044318164623
AIT,AIT,5,12.0,24.0,0.1633701318613922,2.0307019953215767E-5,0.3,3,0.04816910330061285
KPI,KPI,5,14.0,24.0,0.1640303275218412,2.6517579850901925E-4,0.3,3,0.04771868626671996
PHN,PHN,9,26.0,23.0,0.1783786046122295,0.001373677891668621,0.2222222222222222,8,0.1327391682477899
BZM,BZM,8,15.0,23.0,0.17835621024439235,0.001579532773770696,0.21428571428571427,6,0.12178449371485889
GOY,GOY,6,18.0,23.0,0.18082308018667798,2.6753379252895433E-4,0.4,6,0.14536342813314093
ON,ON,9,68.0,23.0,0.1819812126387703,0.0032038920470983086,0.25,9,0.1966256480026679
BV,BV,5,22.0,24.0,0.14765798226164079,2.842846059375089E-4,0.4,4,0.02825439933150658
WST,WST,2,2.0,24.0,0.1473873500017291,4.045804745357172E-7,0.0,0,0.03149892270411577
MSB,MSB,11,37.0,23.0,0.16635441061670572,0.004068146737483756,0.2545454545454545,14,0.1849221463082727
TDPR,TDPR,5,22.0,25.0,0.12195610495893783,8.50748051269946E-4,0.5,5,0.01773041584138687
CDM,CDM,4,28.0,26.0,0.10879109658974882,1.491335883566782E-4,0.5,3,0.01230555029214916
SY,SY,4,26.0,26.0,0.10879109658974882,2.3760032364482822E-4,0.5,3,0.01123530770727097
MV,MV,8,32.0,25.0,0.11211069023569023,9.012709594408371E-4,0.17857142857142858,5,0.0177977145894844
TVR,TVR,6,14.0,24.0,0.12451430073913931,0.0031167453510352714,0.2,3,0.014631062427252333
NGT,NGT,3,10.0,25.0,0.11074732356303918,0.0014020801343820133,0.0,0,0.005547806062120304
NCR,NCR,2,6.0,26.0,0.09971223358210701,4.675063348150684E-4,0.0,0,0.0028133257945126937
KIK,KIK,1,3.0,27.0,0.09067313420134457,0.0,0.0,0,0.0013393256474369222
SEM,SEM,7,24.0,23.0,0.1721116181399669,0.0012217173006594086,0.3333333333333333,7,0.10113790654278841
TDU,TDU,12,36.0,24.0,0.1569392790072541,0.0015583442436955884,0.22727272727272727,15,0.0932067891833409
BMT,BMT,8,38.0,23.0,0.16905319106739122,8.016560611511021E-4,0.32142857142857145,9,0.10445570039916019
SPT,SPT,5,38.0,22.0,0.1462845374978548,1.2326276179627728E-4,0.6,6,0.03239994317919162
IPM,IPM,3,28.0,22.0,0.1462493994921419,0.0,1.0,3,0.024580955794400543
CAP,CAP,5,39.0,21.0,0.14892204479541563,0.0010113120587413498,0.5,5,0.034680426414310433
BALU,BALU,8,63.0,21.0,0.14894286213524374,0.0018152334265340523,0.2857142857142857,8,0.041078270837107175
KRR,KRR,15,60.0,23.0,0.17591216773980517,0.013742106494238225,0.11428571428571428,12,0.14263559477607035
DEHR,DEHR,4,11.0,25.0,0.14397189474039793,3.328097979204508E-7,0.5,3,0.01778551039296399
ALN,ALN,2,2.0,24.0,0.17291463810451152,9.409410083759206E-5,0.0,0,0.049040085948574834
JJR,JJR,7,10.0,23.0,0.17400890050218432,3.8973378048859196E-4,0.23809523809523808,5,0.12620493265856075
NIRA,NIRA,6,10.0,23.0,0.1673341185708677,3.473222663123573E-4,0.4,6,0.11999031591993978
LNN,LNN,5,9.0,24.0,0.15318261869676167,1.530801222776392E-5,0.4,4,0.04368333502916307
WTR,WTR,5,9.0,24.0,0.1612622498013546,4.1689455032760083E-4,0.2,2,0.05237654292189946
KRG,KRG,7,10.0,24.0,0.1648105181747873,2.6897861845608985E-4,0.2857142857142857,6,0.07308101791994873
KOV,KOV,9,14.0,23.0,0.1803792111054681,0.0014940634377712128,0.3333333333333333,12,0.14457860119582294
BVQ,BVQ,6,10.0,23.0,0.17747241307516137,0.0017897271728133698,0.3333333333333333,5,0.1035940668729197
JSP,JSP,6,13.0,24.0,0.17103415064809985,4.6186570985380296E-4,0.3333333333333333,5,0.08560910882301714
VV,VV,6,13.0,24.0,0.15763583237785259,2.949756848000143E-5,0.3333333333333333,5,0.04674383985738692
GPR,GPR,5,8.0,24.0,0.17440052377444962,1.990046301261298E-4,0.3,3,0.08676483541823116
KJ,KJ,2,2.0,24.0,0.1491252624212736,0.0,1.0,1,0.021503450487058283
CKHS,CKHS,2,2.0,24.0,0.1583680142687277,4.4156798002215167E-4,0.0,0,0.026146591614274628
MHPE,MHPE,2,2.0,25.0,0.13675158826926778,1.0971751579795081E-7,0.0,0,0.004895202925869225
CHOK,CHOK,2,2.0,25.0,0.14120531424974322,2.5828637277120076E-5,0.0,0,0.00921682076139241
KEM,KEM,4,8.0,24.0,0.15279271527927152,7.725660647424438E-5,0.5,3,0.026718449263982393
HG,HG,9,24.0,23.0,0.16427057236461745,0.0018528438450409802,0.2777777777777778,10,0.06033830037942421
AKOR,AKOR,5,6.0,23.0,0.16404926866820632,6.971939454010249E-4,0.4,4,0.04127429218896801
NW,NW,4,16.0,24.0,0.15618586924655525,1.689488267381264E-4,0.6666666666666666,4,0.03799375060206126
SADP,SADP,4,16.0,25.0,0.1404885123776247,8.00097390853486E-6,0.8333333333333334,5,0.0281777338176139
MTU,MTU,2,4.0,25.0,0.13868280619549656,0.0,1.0,1,0.017133748311455234
KO,KO,3,6.0,26.0,0.12703049089445917,9.1431263164959E-8,0.6666666666666666,2,0.012311536703840682
KGL,KGL,2,4.0,26.0,0.12702291896402707,0.0,1.0,1,0.007717391745839427
NRR,NRR,2,4.0,25.0,0.14319311920440803,0.0,1.0,1,0.027090588212419827
RLO,RLO,4,6.0,24.0,0.14955960276520336,6.802933087509465E-4,0.3333333333333333,2,0.03222392370563791
KDP,KDP,5,18.0,25.0,0.13201177017190646,7.092247537919247E-4,0.4,4,0.02088756318578161
KKM,KKM,4,12.0,24.0,0.13765705242078743,3.263275111293078E-4,0.3333333333333333,2,0.019721722951250804
PUT,PUT,5,22.0,23.0,0.1561515351359273,2.733798244629851E-4,0.5,5,0.0907539893632711
TRT,TRT,6,20.0,23.0,0.15604862331575864,6.870592728859499E-4,0.4666666666666667,7,0.08431265487737431
TRL,TRL,5,49.0,24.0,0.1584740090726556,4.192523127460282E-5,0.5,5,0.0761493400536022
RMP,RMP,5,7.0,25.0,0.1528529928630348,2.6465556901984304E-5,0.4,4,0.03618056233572476
TAZ,TAZ,4,7.0,24.0,0.15314408911246855,1.0239874569654516E-5,0.3333333333333333,2,0.030889533382603005
MSR,MSR,6,8.0,24.0,0.15359665561481908,9.509617940988856E-5,0.26666666666666666,4,0.038615303717902436
SIW,SIW,2,2.0,25.0,0.14384555671808028,0.0,1.0,1,0.015129590516982119
GRMT,GRMT,2,2.0,24.0,0.154767957004866,0.0,1.0,1,0.016805202578931325
NMGT,NMGT,2,2.0,25.0,0.1461140251637012,0.0,1.0,1,0.01617427861409824
VRB,VRB,2,2.0,24.0,0.1583444791202259,0.0,1.0,1,0.0360170575498516
IDR,IDR,6,15.0,24.0,0.14159938868400945,6.353983929929898E-4,0.3333333333333333,5,0.023742605781265615
NBL,NBL,5,12.0,24.0,0.14154295772309122,3.921509636582235E-4,0.4,4,0.016655867180395627
BJP,BJP,10,24.0,23.0,0.1648105181747873,0.004862833682476904,0.17777777777777778,8,0.05384964203274799
KTE,KTE,21,154.0,23.0,0.17708895998670376,0.011878848299280015,0.11428571428571428,24,0.18805365150918715
MYR,MYR,9,94.0,23.0,0.17261350289579197,0.0012914479050842595,0.2777777777777778,10,0.10570797243934987
STA,STA,17,156.0,22.0,0.1876210600457827,0.010900143921765918,0.16911764705882354,23,0.3601603717766395
MKP,MKP,15,87.0,22.0,0.199906191369606,0.01575663870290415,0.2,21,0.3861252417162357
ALD,ALD,31,200.0,22.0,0.2017610301079341,0.031204937831888043,0.11397849462365592,53,0.7308487459716358
ALY,ALY,3,25.0,23.0,0.16792750197005515,1.678914381798032E-4,0.6666666666666666,2,0.07137299235205842
GYN,GYN,7,35.0,23.0,0.17073952407659643,5.278273660370001E-4,0.42857142857142855,9,0.144724757576078
MUV,MUV,5,17.0,23.0,0.17072584521711265,2.145481028437475E-4,0.7,7,0.1370029209181016
BCY,BCY,6,31.0,23.0,0.18064680201754757,0.0010094481694288594,0.3333333333333333,5,0.11755993613131145
ARJ,ARJ,16,44.0,23.0,0.18432661534469338,0.006194525898835845,0.11666666666666667,14,0.19027079431071026
GCT,GCT,5,29.0,23.0,0.17028247233209476,7.850509776867226E-4,0.4,4,0.0924003215941547
BUI,BUI,11,57.0,23.0,0.16528989722707,0.005321816189772099,0.2,11,0.11597950968754944
LSI,LSI,5,25.0,23.0,0.14077621800165152,6.081023177710636E-4,0.4,4,0.027027369590648883
MAU,MAU,15,50.0,23.0,0.17509551785054023,0.00452596065701122,0.1523809523809524,16,0.19452626914351492
BIR,BIR,2,2.0,24.0,0.16881882278380733,3.940090662273582E-5,0.0,0,0.05014828616344128
MDVR,MDVR,2,2.0,24.0,0.15471177580949613,1.653499085280128E-5,0.0,0,0.01707247540253307
NDE,NDE,2,2.0,24.0,0.1494389901823282,5.4858757898975403E-8,0.0,0,0.01136421768797351
BPF,BPF,4,15.0,23.0,0.17534043691117784,2.762334158119854E-6,0.6666666666666666,4,0.08571497196507008
SGP,SGP,6,16.0,23.0,0.1755426500267721,3.7400981893923724E-4,0.3333333333333333,5,0.09228957372301605
BVNR,BVNR,4,5.0,24.0,0.15643811481427103,7.653408034669251E-5,0.16666666666666666,1,0.03428641313647526
KY,KY,5,24.0,24.0,0.15346944654495698,1.4183547742159272E-4,0.5,5,0.03425987251489382
SRID,SRID,7,27.0,24.0,0.16417565485362096,9.189833125542191E-4,0.2857142857142857,6,0.060122248160253904
JSV,JSV,4,5.0,25.0,0.15380173938147307,7.604405506856263E-5,0.16666666666666666,1,0.031975739940600226
SHR,SHR,7,34.0,24.0,0.16536044075424847,6.766272643825037E-4,0.2857142857142857,6,0.06911035552326009
JTW,JTW,5,16.0,23.0,0.1692008416372226,3.0193213317172656E-5,0.4,4,0.0768213891140182
ABLE,ABLE,2,2.0,23.0,0.1666471163245357,0.0,1.0,1,0.0368142220534376
DBR,DBR,6,17.0,23.0,0.17574533008948084,3.324694433496132E-4,0.26666666666666666,4,0.12002464984078468
SRJ,SRJ,9,23.0,23.0,0.18708572933585005,0.004360259249233783,0.3055555555555556,11,0.21378632946222825
JSR,JSR,5,6.0,24.0,0.16747219930056192,3.4576334484317606E-5,0.4,4,0.06834088971866911
URI,URI,10,40.0,23.0,0.18978492229594335,0.0030611227893682807,0.15555555555555556,7,0.21022470758355102
KDG,KDG,9,18.0,24.0,0.172557593424835,0.0011351359219896164,0.19444444444444445,7,0.10127806300877931
NYN,NYN,12,32.0,23.0,0.1796720205724885,0.0013706186535596282,0.2727272727272727,18,0.24359820302504334
