Id,Label,Degree,Weighted Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,Clustering Coefficient,Number of triangles,Eigenvector Centrality
BBS,BBS,17,191.0,21.0,0.18155484558040466,0.015408419754018856,0.1323529411764706,18,0.21281123534986485
BAM,BAM,11,122.0,21.0,0.1712540683891188,0.006400124963675617,0.32727272727272727,18,0.13340422159309115
VSKP,VSKP,14,169.0,21.0,0.18319363851278744,0.009311963245094078,0.23076923076923078,21,0.26846963961533177
BZA,BZA,36,321.0,22.0,0.19567512970019743,0.07305566904477687,0.08571428571428572,54,0.6592571412865132
RU,RU,20,146.0,22.0,0.1796417281348788,0.015738588758559168,0.14210526315789473,27,0.29455926103417446
JTJ,JTJ,19,168.0,23.0,0.17427216225057246,0.010695005968683391,0.2046783625730994,35,0.2664062289416076
BNC,BNC,10,80.0,24.0,0.1575717243419107,9.866365852456034E-4,0.4,18,0.14791547321561524
DR,DR,5,106.0,24.0,0.16428323632579117,1.1146043094382553E-4,0.5,5,0.06546962025028152
TNA,TNA,12,165.0,23.0,0.17534043691117784,0.004699095707901427,0.21212121212121213,14,0.1646169930745195
KYN,KYN,20,284.0,23.0,0.19186098856576933,0.014808152409567938,0.1631578947368421,31,0.3470867780194105
IGP,IGP,10,115.0,23.0,0.18108429639700882,0.0023102610835734386,0.24444444444444444,11,0.1644603351440339
NK,NK,16,142.0,22.0,0.19449641765162234,0.011037364942832802,0.18333333333333332,22,0.3208817625762447
CSN,CSN,12,45.0,23.0,0.16930166044331454,7.923946858212483E-4,0.15151515151515152,10,0.13870024011602777
JL,JL,16,146.0,23.0,0.1827929318922628,0.006606605164655198,0.15,18,0.2690353713960945
BSL,BSL,29,252.0,22.0,0.20880897555239822,0.05252608835723827,0.10344827586206896,42,0.6525043538999002
PC,PC,7,28.0,23.0,0.17220897814053093,0.0012781262571159705,0.2857142857142857,6,0.08944969434275188
JMD,JMD,6,6.0,24.0,0.1644099834124137,3.2177535519564536E-4,0.2,3,0.06982899399624205
SHF,SHF,5,5.0,24.0,0.14645041577898427,1.2498294816412783E-5,0.1,1,0.02401648982181235
DHI,DHI,4,4.0,24.0,0.14917223758356374,3.232810857714261E-5,0.16666666666666666,1,0.03119013851977503
NGN,NGN,4,23.0,24.0,0.1634578507325305,7.207663860221698E-5,0.5,3,0.07320026867308814
MMR,MMR,24,190.0,23.0,0.18504689128169505,0.020836491532046,0.11231884057971014,31,0.3573660560189369
LS,LS,4,23.0,23.0,0.16534761018001243,6.844468395054889E-5,0.3333333333333333,2,0.06536838883607715
DVL,DVL,5,47.0,23.0,0.16420095546309138,1.8405359827495594E-4,0.3,3,0.05582350605538226
KSRA,KSRA,5,28.0,24.0,0.16122564781539625,1.3100194680007115E-4,0.3,3,0.06348702153828929
CSTM,CSTM,8,58.0,23.0,0.17946018779738096,7.733508021916668E-4,0.2857142857142857,8,0.15027049681081442
JM,JM,5,17.0,23.0,0.1679341187596044,4.4522389918014E-4,0.3,3,0.08464303428972068
PVR,PVR,5,13.0,24.0,0.16083018867924528,2.99019110704843E-4,0.2,2,0.032261538021759274
KMN,KMN,2,2.0,24.0,0.15380728978708047,0.0,1.0,1,0.019110872960858012
KWV,KWV,17,67.0,23.0,0.1802342791897492,0.01399865402123068,0.09558823529411764,13,0.1500842866401809
JEUR,JEUR,8,22.0,24.0,0.16203474888795955,0.001598810160645256,0.21428571428571427,6,0.06426144533646275
BGVN,BGVN,6,18.0,23.0,0.16817930707915715,0.001402475837896822,0.26666666666666666,4,0.05925599674619939
DD,DD,19,123.0,23.0,0.19273730384841498,0.01921601715526415,0.09941520467836257,17,0.29454718796691315
ANG,ANG,13,62.0,24.0,0.17751676454662835,0.006212953506880778,0.15384615384615385,12,0.17451818798246096
BAP,BAP,10,46.0,24.0,0.16108549399047548,0.0011945724859549623,0.24444444444444444,11,0.0860309558603204
KPG,KPG,13,74.0,24.0,0.16897946237411782,0.002210192426925695,0.19230769230769232,15,0.14856027269765887
BDWD,BDWD,4,13.0,23.0,0.17288658121044945,9.472495922831598E-5,0.3333333333333333,2,0.0746979539653665
MKU,MKU,7,58.0,23.0,0.17583959072530736,4.0677722387940334E-4,0.3333333333333333,7,0.12782717013277434
NN,NN,5,24.0,23.0,0.1654824305960008,1.769338485334675E-4,0.4,4,0.05823199643895365
SEG,SEG,6,34.0,23.0,0.17771662079893252,8.346261622590162E-4,0.4,6,0.10581269219698583
AK,AK,14,112.0,22.0,0.19088995386751467,0.009550725015807983,0.13186813186813187,12,0.2468102319654425
MZR,MZR,3,32.0,23.0,0.1688656444391616,9.425174726543356E-5,0.3333333333333333,1,0.05136230856831032
BD,BD,10,94.0,22.0,0.18689703560778811,0.0019163577199050367,0.2,9,0.15231737972178397
NAVI,NAVI,4,6.0,23.0,0.1612012557207156,6.648697895759203E-5,0.5,3,0.039359632044597914
SUR,SUR,17,93.0,22.0,0.19611632615497884,0.02323783216388813,0.13970588235294118,19,0.2774138032642361
MO,MO,6,12.0,23.0,0.1642515800832434,0.0015040823546461984,0.13333333333333333,2,0.05108617324236673
MA,MA,4,10.0,24.0,0.15287492377775388,5.593724625579181E-4,0.16666666666666666,1,0.02465113649923035
BTW,BTW,4,16.0,24.0,0.1529956563879815,2.3249868693821417E-4,0.5,3,0.02320743557297324
UMD,UMD,6,20.0,24.0,0.1532928101284034,0.00766415089754638,0.2,3,0.02567608450700091
LUR,LUR,3,19.0,25.0,0.1335087554427842,0.004247343095002975,0.3333333333333333,1,0.009366174980423869
LTRR,LTRR,7,30.0,26.0,0.11881132917038359,0.004239298283557722,0.14285714285714285,3,0.017126649799955696
PRLI,PRLI,6,26.0,27.0,0.11037733405847772,0.0013289469558411483,0.13333333333333333,2,0.017045190715906183
PBN,PBN,10,65.0,26.0,0.12241146566332539,0.006682470807447403,0.08888888888888889,4,0.029029644174480878
PAU,PAU,6,70.0,25.0,0.1241190517793698,0.0013015785108160143,0.13333333333333333,2,0.017137164051375706
HNL,HNL,3,26.0,24.0,0.139253741096517,0.0019853885793783247,0.3333333333333333,1,0.007721669486119045
WHM,WHM,2,26.0,23.0,0.1609152004832742,0.002435628267585478,0.0,0,0.022642370662065658
CND,CND,4,18.0,23.0,0.1664453643677263,1.5546623290389993E-5,0.6666666666666666,4,0.04431330433276391
DMN,DMN,7,32.0,23.0,0.16738669389678737,3.0590938130038974E-4,0.2857142857142857,6,0.07505816169941598
PLO,PLO,4,28.0,23.0,0.16425791035572515,4.78856312708607E-5,0.5,3,0.05280414919142822
WR,WR,14,75.0,22.0,0.18935489603696465,0.00281466630752408,0.1978021978021978,18,0.27682908248026616
NGP,NGP,35,233.0,21.0,0.2208747927031509,0.1459264940626792,0.0957983193277311,57,0.8385740208537759
KOP,KOP,8,19.0,23.0,0.18305987458122155,0.0014534611405831583,0.21428571428571427,6,0.13182842293169347
RKD,RKD,6,13.0,24.0,0.16277115795905897,3.107565097692964E-5,0.3333333333333333,5,0.05782085183913016
HTK,HTK,8,20.0,24.0,0.16475954847688265,2.1880551144426097E-4,0.2857142857142857,8,0.08040378218654727
MRJ,MRJ,21,67.0,23.0,0.18777812045644798,0.009311363858296251,0.08095238095238096,17,0.2242249973109604
KVK,KVK,3,10.0,24.0,0.15812124360020777,2.3387940560674542E-4,0.3333333333333333,1,0.02619044194116934
DLGN,DLGN,4,11.0,24.0,0.15815644945821583,2.2245553062880686E-4,0.5,3,0.029749988511990177
SGLA,SGLA,4,12.0,24.0,0.15851526760144308,2.6770550454692895E-4,0.3333333333333333,2,0.030472879239369064
MLB,MLB,3,8.0,24.0,0.15381284059330902,2.7670976129645088E-6,0.6666666666666666,2,0.021671879324989863
PNF,PNF,5,10.0,27.0,0.1068009823084248,6.941008487689039E-4,0.3,3,0.012307305798034018
GNH,GNH,4,20.0,27.0,0.10926804255864632,9.279660755568185E-4,0.16666666666666666,1,0.011438866866162252
ARAG,ARAG,2,2.0,24.0,0.15810951179700253,2.33517211692525E-4,0.0,0,0.022403350831370974
SGRE,SGRE,2,2.0,25.0,0.13654567007336688,5.4858757898975403E-8,0.0,0,0.006205195052050411
JTRD,JTRD,2,2.0,25.0,0.13684379515170975,0.0,1.0,1,0.007650757453202177
PUNE,PUNE,25,177.0,23.0,0.20193309959253292,0.06229446213912388,0.08333333333333333,25,0.4475002983239128
KNW,KNW,20,128.0,23.0,0.19055709559152287,0.012994038264011786,0.13157894736842105,25,0.35599314795280196
HD,HD,9,53.0,23.0,0.18300485207608744,0.0010206337609415396,0.3055555555555556,11,0.18218771742470188
ET,ET,30,271.0,22.0,0.21211367142786047,0.056571058364868566,0.09195402298850575,40,0.6647252763631152
PPI,PPI,9,78.0,23.0,0.17893278475166885,0.0017908218740650952,0.25,9,0.1436613636621116
NU,NU,10,69.0,23.0,0.17799122990185845,0.002108855913760265,0.2222222222222222,10,0.1247829942640305
MML,MML,5,32.0,24.0,0.1641377185550335,7.144376060853068E-4,0.4,4,0.05392675788488869
JBP,JBP,18,143.0,23.0,0.19580098313961503,0.028309125837044074,0.13071895424836602,20,0.318531020573425
GAR,GAR,7,30.0,24.0,0.15815644945821583,3.9876596055946393E-4,0.3333333333333333,7,0.04669775284431753
LTT,LTT,10,73.0,23.0,0.19031883540233993,0.006115641040730544,0.2222222222222222,10,0.22554098263920916
HBD,HBD,10,53.0,22.0,0.18804323847341717,0.0016488190988426929,0.2222222222222222,10,0.2057703685603228
HBJ,HBJ,15,88.0,22.0,0.19922404524844575,0.007957750794769474,0.2,21,0.40151733565303555
BINA,BINA,26,147.0,23.0,0.1921204471691309,0.013468118114668467,0.11076923076923077,36,0.4031771825502162
JHS,JHS,30,225.0,22.0,0.21501362122893755,0.0744980409431942,0.09195402298850575,40,0.7256899111416033
ORAI,ORAI,8,54.0,23.0,0.18904413395431358,0.0010582249397563775,0.25,7,0.17733267505956876
CNB,CNB,42,294.0,22.0,0.21394508307815874,0.07609503238953931,0.07781649245063879,67,1.0
LKO,LKO,34,232.0,23.0,0.19280705722687175,0.031741357366402614,0.09269162210338681,52,0.5758672078065505
KPD,KPD,26,187.0,23.0,0.17767957643723684,0.019763763962440846,0.12307692307692308,40,0.33063513204535794
MAS,MAS,14,145.0,23.0,0.1876706296785557,0.02719417981184689,0.24175824175824176,22,0.3117699340447536
DVD,DVD,17,104.0,21.0,0.19848181437153634,0.041186223444430604,0.18382352941176472,25,0.3875177664556362
VZM,VZM,18,152.0,20.0,0.17024846209155547,0.01741426007432797,0.13071895424836602,20,0.16008371468823682
KUR,KUR,14,194.0,20.0,0.15865098272781417,0.005261040683139968,0.12087912087912088,11,0.09935035381475117
BHC,BHC,12,113.0,22.0,0.18782777312590893,0.015493915670012131,0.25757575757575757,17,0.17992074908075936
KGP,KGP,23,201.0,21.0,0.2028944111206322,0.04603250815742932,0.1225296442687747,31,0.3182156212751417
HWH,HWH,26,160.0,21.0,0.20202882062950323,0.05931389475561713,0.10153846153846154,33,0.4579449325982475
RPH,RPH,16,85.0,22.0,0.17133668341708544,0.009611458273381144,0.2,24,0.21149793373288722
MLDT,MLDT,20,104.0,23.0,0.16711104140526975,0.01563483065810981,0.11052631578947368,21,0.22603846033239833
KNE,KNE,10,117.0,23.0,0.16295786495373557,0.0019889803737197192,0.37777777777777777,17,0.1276010428018344
NJP,NJP,20,119.0,23.0,0.1625166825548141,0.015631658040188234,0.14736842105263157,28,0.19448005034437746
NBQ,NBQ,15,97.0,24.0,0.14851726661323483,0.0068152876922197595,0.18095238095238095,19,0.0976051780064178
KYQ,KYQ,8,77.0,23.0,0.159380726225646,0.002995500833044037,0.32142857142857145,9,0.07526165046658516
GLPT,GLPT,4,38.0,24.0,0.13934479827372,9.665173881075477E-5,0.6666666666666666,4,0.030939772478040677
PSA,PSA,9,82.0,21.0,0.14952811984703365,0.0013356140818897358,0.3333333333333333,12,0.06150438748494413
PNVL,PNVL,19,85.0,23.0,0.18813454577558048,0.0205824022647825,0.16374269005847952,28,0.27594002712102755
G,G,15,102.0,22.0,0.18804323847341717,0.012068332047104311,0.12380952380952381,13,0.19627896290685704
DURG,DURG,9,116.0,22.0,0.16422626387176326,0.004637994622243873,0.19444444444444445,7,0.06278848575741494
R,R,20,145.0,21.0,0.1891280230752163,0.017333926464666707,0.1,19,0.18875965295793395
BSP,BSP,18,114.0,20.0,0.19934518241347052,0.05463775509107212,0.1111111111111111,17,0.23220905234439998
JSG,JSG,16,97.0,20.0,0.16957109890984323,0.008688198907116215,0.125,15,0.11885314279669534
ROU,ROU,17,91.0,19.0,0.18411162469221132,0.04393830255258638,0.11029411764705882,15,0.15520796647163498
CKP,CKP,14,61.0,20.0,0.18107660279559842,0.014436759144367735,0.14285714285714285,13,0.1392368306940289
PRR,PRR,16,48.0,21.0,0.1741155323147316,0.008581877959470184,0.11666666666666667,14,0.17625468427635518
JOC,JOC,7,23.0,22.0,0.1593628477415495,9.102526860871255E-4,0.3333333333333333,7,0.08256093229310667
ASN,ASN,27,200.0,22.0,0.18093822967522818,0.015081171726394739,0.14814814814814814,52,0.41427777872050514
UDL,UDL,8,55.0,23.0,0.15399067818043863,9.675457142658747E-4,0.32142857142857145,9,0.09848967778014528
RQJ,RQJ,8,10.0,23.0,0.1561744228655185,0.0018376846712394252,0.32142857142857145,9,0.09664207188445378
NCB,NCB,12,75.0,24.0,0.14340028935769322,0.004712723016870251,0.21212121212121213,14,0.07500015176100826
NOQ,NOQ,6,63.0,25.0,0.129555886555005,1.7722532504776562E-4,0.6666666666666666,10,0.037450411084934486
SC,SC,31,132.0,22.0,0.2025472863796217,0.06616229844280677,0.1032258064516129,48,0.5711470428320046
KZJ,KZJ,19,108.0,22.0,0.2000281597597034,0.021603995847036924,0.2046783625730994,35,0.42685358158921144
BPQ,BPQ,17,118.0,22.0,0.1915677813736066,0.007574009994593166,0.19117647058823528,26,0.3781516738698015
LJN,LJN,12,59.0,23.0,0.18151618398637137,0.0036774292727014875,0.30303030303030304,20,0.2752345317674281
GD,GD,15,96.0,23.0,0.17834874670460726,0.007063685078585666,0.1619047619047619,17,0.22228401476137188
BST,BST,9,80.0,23.0,0.16987524413089403,0.0011017099862618833,0.25,9,0.09473489085246156
GKP,GKP,24,113.0,22.0,0.2007347400150716,0.045238215636808785,0.08333333333333333,23,0.3653498781309975
VSG,VSG,5,11.0,23.0,0.16123174699250964,0.001677500695076002,0.3,3,0.09181718502391217
MAO,MAO,27,82.0,22.0,0.18326453388372893,0.0554982341451246,0.10541310541310542,37,0.310124587326696
SVM,SVM,6,16.0,23.0,0.15812124360020777,4.203110427472784E-4,0.4,6,0.0878942635783813
QLM,QLM,6,17.0,23.0,0.16592050453536808,0.0014920836121691701,0.26666666666666666,4,0.09333025013846664
CLR,CLR,5,17.0,24.0,0.16671230197535694,0.0013427564614751728,0.2,2,0.06960373783872974
LD,LD,9,46.0,24.0,0.18150072395877692,0.009225755491713918,0.16666666666666666,6,0.1459657466257865
LWR,LWR,4,24.0,24.0,0.17708160212730598,3.4570742186795805E-4,0.5,3,0.1153184577995073
DWR,DWR,8,53.0,24.0,0.17415110529971806,0.0037753302582697597,0.17857142857142858,5,0.12953068498171072
UBL,UBL,16,75.0,23.0,0.18523186579164674,0.025443162662059517,0.075,9,0.19820464539725868
HVR,HVR,5,38.0,24.0,0.1571533923303835,0.0020060575208296267,0.2,2,0.031828271531385996
RNR,RNR,5,36.0,25.0,0.13584496717026837,4.507689379322549E-4,0.3,3,0.011518237259075859
HRR,HRR,3,37.0,25.0,0.13698454022434353,2.7159323551925675E-4,0.3333333333333333,1,0.011094363347905378
DVG,DVG,9,50.0,24.0,0.15868051677277636,0.005927356004521318,0.16666666666666666,6,0.05635618491196063
JRU,JRU,9,20.0,25.0,0.1488648271044359,0.00188978337521731,0.16666666666666666,6,0.05678051271202012
RRB,RRB,9,53.0,25.0,0.14104643081708973,0.003972983095535919,0.1388888888888889,5,0.04409200617437987
DRU,DRU,6,34.0,25.0,0.1326733906113809,3.0752120204398016E-5,0.26666666666666666,4,0.03170361608697679
ASK,ASK,8,66.0,25.0,0.146747925489791,0.001600931139143911,0.21428571428571427,6,0.05614817823569887
TTR,TTR,4,37.0,24.0,0.14788341429562804,2.8597424422178574E-4,0.3333333333333333,2,0.03366032447275681
AMSA,AMSA,5,10.0,25.0,0.13246309246309246,3.826087315973926E-5,0.4,4,0.019469032572420712
TK,TK,10,58.0,25.0,0.14661162710698314,0.0015817906470066785,0.17777777777777778,8,0.05806507863991536
YPR,YPR,17,103.0,24.0,0.16353311334510012,0.007808825764884739,0.16176470588235295,22,0.20900959727854748
SBC,SBC,17,84.0,24.0,0.16555956959173368,0.015148382521428857,0.13970588235294118,19,0.16660297369311677
CBE,CBE,7,126.0,22.0,0.17238310952920238,0.009140262727007197,0.19047619047619047,4,0.06851248000148512
ERS,ERS,15,85.0,21.0,0.17965687307676095,0.03388316388539148,0.13333333333333333,14,0.1364837117379061
AKP,AKP,11,74.0,22.0,0.17078057380990544,0.0011677599781046528,0.23636363636363636,13,0.1545706893450293
SLO,SLO,19,141.0,21.0,0.17747241307516137,0.006499381242868586,0.16374269005847952,28,0.26448829726795076
RJY,RJY,18,205.0,22.0,0.17787237594424274,0.005456009670908555,0.1830065359477124,28,0.27120018162824044
TPTY,TPTY,9,80.0,23.0,0.15735066085800783,0.0015922003652638645,0.2222222222222222,8,0.11801954237978993
EE,EE,11,129.0,23.0,0.1838098934747919,0.005357775440099278,0.18181818181818182,10,0.2057801000392567
OGL,OGL,15,163.0,23.0,0.16903978106532344,0.005394568998041761,0.20952380952380953,22,0.1977363178179069
NLR,NLR,16,156.0,23.0,0.1691471206889709,0.005562962847240195,0.20833333333333334,25,0.21939478843739785
GDR,GDR,21,168.0,23.0,0.16929493545183713,0.005786535949654528,0.15714285714285714,33,0.26224195483685986
KJM,KJM,12,88.0,24.0,0.15631189026626569,0.0011824810379789468,0.4090909090909091,27,0.16161436588731673
SBG,SBG,9,30.0,24.0,0.14704157322753147,0.0042461518762789505,0.16666666666666666,6,0.04818640291011756
PPT,PPT,4,18.0,25.0,0.12822672844334798,1.1280455163539674E-4,0.5,3,0.014653688895755843
CLG,CLG,8,24.0,25.0,0.1354951518041647,0.0013128068149600672,0.2857142857142857,8,0.024932381445241788
EKC,EKC,2,10.0,26.0,0.11933361332773344,0.0,1.0,1,0.007031784693638073
GGA,GGA,4,12.0,25.0,0.13069610548911376,1.4018221739769932E-4,0.6666666666666666,4,0.01370219111011478
BGP,BGP,9,43.0,24.0,0.15030328678233884,0.0059778424849725705,0.19444444444444445,7,0.03290079383808371
AKN,AKN,4,18.0,24.0,0.14735168026552342,6.344474241730503E-4,0.5,3,0.015303096165262762
SGG,SGG,7,45.0,23.0,0.17095182704263767,0.008898908143366612,0.23809523809523808,5,0.056643594401095995
BUP,BUP,4,34.0,24.0,0.1461892021677986,1.8262888863736028E-4,0.5,3,0.014074370383135904
JMP,JMP,7,55.0,24.0,0.15037222594644178,0.0014825635020683141,0.23809523809523808,5,0.024291670012016455
DRH,DRH,4,20.0,24.0,0.1350571980860031,1.2817349860126366E-4,0.5,3,0.011580238689489812
AHA,AHA,5,54.0,23.0,0.14508936170212766,9.632378522379368E-4,0.3,3,0.031461745902766
KJH,KJH,3,26.0,23.0,0.14029428223443827,1.5055614351886205E-6,0.6666666666666666,2,0.027327067518776105
KIUL,KIUL,18,135.0,22.0,0.1629765592137968,0.005045105958776097,0.1895424836601307,29,0.21235209604838554
LKR,LKR,9,50.0,22.0,0.15520757465404225,0.0011356507842962878,0.3611111111111111,13,0.10963254452615555
BRYA,BRYA,10,55.0,22.0,0.15263402929484654,5.362529320793081E-4,0.35555555555555557,16,0.11233595991179936
HTZ,HTZ,8,50.0,22.0,0.1527598566308244,2.8286153012499336E-4,0.5,14,0.12415629195762433
MKA,MKA,13,106.0,22.0,0.15954181328142547,0.0023709596563746002,0.34615384615384615,27,0.18312583908814734
BARH,BARH,4,58.0,23.0,0.13804495692168167,3.820756429544609E-6,0.5,3,0.03762707163558768
ATL,ATL,2,16.0,23.0,0.13779947621972907,0.0,1.0,1,0.01879323853508833
BKP,BKP,14,101.0,22.0,0.15979304139172165,0.005386818769805922,0.1978021978021978,18,0.15029082659686077
KOO,KOO,4,37.0,23.0,0.13782175656448065,1.796324779122246E-5,0.5,3,0.028399118832146814
FUT,FUT,8,62.0,23.0,0.1523612054481107,0.0025707754218995496,0.32142857142857145,9,0.09179096770801363
PNC,PNC,10,118.0,22.0,0.1612012557207156,6.482962581348294E-4,0.4666666666666667,21,0.16611168484289232
RJPB,RJPB,7,65.0,22.0,0.16022556390977444,4.3938214123274483E-4,0.38095238095238093,8,0.11918823515477128
PNBE,PNBE,24,170.0,22.0,0.17944507599680012,0.019143937459083875,0.14492753623188406,40,0.41652846548276184
DNR,DNR,9,76.0,22.0,0.17396628433813624,0.00265737431850641,0.25,9,0.17095461453087196
KWO,KWO,3,12.0,23.0,0.13779502101519558,9.1431263164959E-8,0.6666666666666666,2,0.020553904210290148
DMRX,DMRX,3,10.0,23.0,0.1344352269501309,0.0,1.0,3,0.02491386967657381
NAT,NAT,3,8.0,25.0,0.13068007604096402,2.2441870526274493E-5,0.6666666666666666,2,0.009496773919794624
KPRD,KPRD,2,4.0,24.0,0.1460089071599863,0.0,1.0,1,0.009083435623715117
RPUR,RPUR,2,8.0,25.0,0.13072817618551008,0.0,1.0,1,0.006690003906471009
MSDN,MSDN,2,4.0,24.0,0.12671701254682763,0.0,1.0,1,0.006601072731921023
UREN,UREN,3,6.0,23.0,0.14015126603091088,5.4858757898975403E-8,0.6666666666666666,2,0.026196215559496937
DNRE,DNRE,2,4.0,23.0,0.1401466574594719,0.0,1.0,1,0.023170387667713246
PHK,PHK,5,19.0,23.0,0.1376259364505296,7.014910171749008E-4,0.4,4,0.027795488182051697
ANVT,ANVT,8,30.0,22.0,0.19445204854457523,0.006297274857407939,0.32142857142857145,9,0.36142536409452053
GZB,GZB,29,192.0,23.0,0.19934518241347052,0.035851066026260064,0.1330049261083744,54,0.683161138414585
MTC,MTC,9,53.0,24.0,0.1832802958630773,0.0019978897688237643,0.2222222222222222,8,0.1698542055077191
MOZ,MOZ,10,47.0,24.0,0.17094497031926842,7.628159815279121E-4,0.28888888888888886,13,0.08797183216384898
SRE,SRE,14,110.0,23.0,0.19943846513804397,0.02579661768918091,0.18681318681318682,17,0.2642523441429306
UMB,UMB,28,213.0,24.0,0.19198198198198196,0.04067613603051197,0.08994708994708994,34,0.4529490940581579
LDH,LDH,28,186.0,23.0,0.17513868913088143,0.016699553372738922,0.08465608465608465,32,0.27347433981217206
JRC,JRC,13,125.0,23.0,0.17212551997092201,0.006053106281878712,0.19230769230769232,15,0.14610238888533564
PTKC,PTKC,13,96.0,22.0,0.17204908767963828,0.008370128843916903,0.21794871794871795,17,0.12762721502052957
JAT,JAT,12,71.0,22.0,0.18018855959074961,0.010483773746149349,0.16666666666666666,11,0.12661375625856724
UHP,UHP,3,22.0,23.0,0.1613660457367863,7.684000445993488E-5,0.3333333333333333,1,0.020651896422059036
SVDK,SVDK,2,10.0,24.0,0.17667053556624107,2.758518809538638E-4,0.0,0,0.06606195756686353
BE,BE,21,156.0,24.0,0.17213942404782098,0.00911643799878321,0.1380952380952381,29,0.2721317548248846
MB,MB,33,203.0,23.0,0.19862981777508507,0.03959494344974038,0.07007575757575757,37,0.6586740916544115
NDLS,NDLS,29,205.0,23.0,0.21279145239402864,0.0549177904579354,0.16009852216748768,65,0.838389277141467
DBG,DBG,6,38.0,23.0,0.14246080823611992,0.005461818785372272,0.06666666666666667,1,0.02746336479303614
SPJ,SPJ,16,105.0,22.0,0.16308257442412183,0.032674176628626435,0.09166666666666666,11,0.1253020912617853
MFP,MFP,10,86.0,23.0,0.1418727738757032,0.005270676877274994,0.08888888888888889,4,0.039031083762506136
HJP,HJP,9,98.0,22.0,0.15480730812538593,0.00505098196135157,0.19444444444444445,7,0.06696054334507172
CPR,CPR,13,112.0,23.0,0.1579161880766238,0.006940753063243679,0.15384615384615385,12,0.05893856523876064
SV,SV,9,63.0,23.0,0.1724598389511593,0.006595097862637019,0.19444444444444445,7,0.08530371446297526
DEOS,DEOS,14,74.0,23.0,0.17982363613349647,0.0057578350096343465,0.16483516483516483,15,0.15801022266970804
DLI,DLI,27,102.0,23.0,0.2006685813833043,0.0354390522938006,0.13105413105413105,46,0.6464239856920797
DEE,DEE,17,47.0,23.0,0.19179191791917918,0.016597764749506427,0.15441176470588236,21,0.3407612910536122
ROK,ROK,13,55.0,24.0,0.18147753885458803,0.009396369940954417,0.1282051282051282,10,0.17263273518918984
JIND,JIND,8,44.0,25.0,0.15895867522005072,0.0016410303762974267,0.2857142857142857,8,0.061462801507152276
NRW,NRW,7,34.0,24.0,0.15200798915757185,3.492908015626893E-4,0.3333333333333333,7,0.05834656804627721
JHL,JHL,16,43.0,25.0,0.1635205647636587,0.007586954888187705,0.11666666666666667,14,0.13400761749489645
DUI,DUI,11,48.0,24.0,0.15157550323636107,0.0028617585337062956,0.14545454545454545,8,0.0879456299258695
BJU,BJU,26,131.0,21.0,0.17944507599680012,0.03441613994448734,0.1476923076923077,48,0.34219929473019717
BKN,BKN,13,38.0,23.0,0.17041864928625694,0.019964743619731634,0.10256410256410256,8,0.13843858741581003
NPS,NPS,3,8.0,24.0,0.1456894783619334,0.0019567248873366325,0.3333333333333333,1,0.017441051049379333
SDF,SDF,2,6.0,25.0,0.12721628559488987,0.0,1.0,1,0.004765063818927304
SDGH,SDGH,4,8.0,25.0,0.12741024184628263,0.0010329205500206988,0.3333333333333333,2,0.007447120001584438
RJR,RJR,3,8.0,26.0,0.11377469300587294,1.552316146841702E-4,0.3333333333333333,1,0.005541842646265438
RTGH,RTGH,4,16.0,27.0,0.10954608543669357,2.4730065677411604E-4,0.16666666666666666,1,0.0065277584013121
CUR,CUR,2,16.0,27.0,0.1200292891742706,5.158476028869375E-4,0.0,0,0.005147663791786414
SDLP,SDLP,6,17.0,26.0,0.1362706228417956,0.002320125272721555,0.13333333333333333,2,0.01575225766712731
LHU,LHU,3,10.0,26.0,0.1329921677536119,1.7303515895128222E-4,0.6666666666666666,2,0.007843564163010812
MHRG,MHRG,3,12.0,25.0,0.15216537541504516,0.0023984572978866846,0.3333333333333333,1,0.022434519770427933
RE,RE,19,85.0,24.0,0.17876766914139508,0.016986937150058046,0.07602339181286549,13,0.1785848155955392
DSA,DSA,8,38.0,24.0,0.17879016696031547,7.90432825071541E-4,0.35714285714285715,10,0.16817048321254394
BTU,BTU,2,4.0,25.0,0.1519754671230923,9.833853150219837E-5,0.0,0,0.015368813384000526
SMQL,SMQL,2,4.0,25.0,0.1456645818380669,1.4303079865410863E-5,0.0,0,0.008235928687163302
TPZ,TPZ,6,16.0,24.0,0.16666666666666666,3.8433381671723724E-4,0.4666666666666667,7,0.057819638995316454
RK,RK,10,82.0,24.0,0.17675113009579893,7.606591460772112E-4,0.3111111111111111,14,0.15301713162784766
HW,HW,9,57.0,23.0,0.1795206604608062,0.0038541342794877766,0.25,9,0.1820190985272667
JU,JU,13,73.0,23.0,0.17991472835493266,0.018963539744584798,0.14102564102564102,11,0.14668572730160315
RKB,RKB,6,30.0,24.0,0.1525739242500179,0.001397010799281856,0.26666666666666666,4,0.0298980875195222
MMY,MMY,4,6.0,24.0,0.1525357002254751,2.151303863850574E-4,0.5,3,0.024567605057380277
TIW,TIW,3,8.0,25.0,0.13348784765722876,5.307056384389004E-6,0.3333333333333333,1,0.009287691376602672
OSN,OSN,6,12.0,24.0,0.15401293679760053,5.479278494586767E-4,0.3333333333333333,5,0.02957250166347655
MWT,MWT,2,4.0,25.0,0.13630548803888962,0.0,1.0,1,0.010149807912232616
